utterance_token_list;Sentences;predicted_labels;confidences;next_verbal_interjection;next_nonverbal_interjection;Speaker;Gender;Party;Filename;true_label;utterance
['Das', 'haben', 'Sie', 'in', 'den', 'Rechtsausschuss', 'gekippt', '–', 'in', 'einer', 'Art', 'von', 'Missachtung', 'des', 'parlamentarischen', 'Betriebs', ',', 'die', 'ich', 'ablehne', '–', ',', 'und', 'nun', 'bringen', 'Sie', 'auf', 'den', 'letzten', 'Drücker', ',', 'versteckt', 'im', 'Stiftungsrecht', ',', 'diese', 'Regelung', 'unter', '.'];Das haben Sie in den Rechtsausschuss gekippt – in einer Art von Missachtung des parlamentarischen Betriebs, die ich ablehne –, und nun bringen Sie auf den letzten Drücker, versteckt im Stiftungsrecht, diese Regelung unter.;['Accusation'];[0.7004643082618713];False;False;Friedrich Straetmanns;männlich;DIE LINKE;BT_19_236.xml;['Accusation'];False
['Sie', 'aber', 'mauern', 'dieses', 'Land', 'mitsamt', 'seinen', 'Menschen', 'in', 'einem', 'permanenten', 'Ausnahmezustand', 'ein', ',', 'und', 'statt', 'mit', 'Vernunft', 'und', 'Augenmaß', 'obsolet', 'gewordene', 'Maßnahmen', 'zurückzufahren', ',', 'schikanieren', 'Sie', 'Schüler', 'und', 'Jugendliche', 'auch', 'im', 'neuen', 'Schuljahr', 'mit', 'Masken', 'und', 'Testregimes', ',', 'deren', 'Nutzen', 'bis', 'heute', 'nicht', 'bewiesen', 'ist', '.'];Sie aber mauern dieses Land mitsamt seinen Menschen in einem permanenten Ausnahmezustand ein, und statt mit Vernunft und Augenmaß obsolet gewordene Maßnahmen zurückzufahren, schikanieren Sie Schüler und Jugendliche auch im neuen Schuljahr mit Masken und Testregimes, deren Nutzen bis heute nicht bewiesen ist.;['Accusation'];[0.9388609528541565];False;True;Alice Weidel;weiblich;AfD;BT_19_239.xml;['Accusation'];False
['Frau', 'Karliczek', 'hat', 'den', 'Neustart', 'im', 'BAföG', 'verhindert', 'und', 'hat', 'Gelder', ',', 'die', 'wir', 'zur', 'Verfügung', 'gestellt', 'haben', ',', 'einfach', 'nicht', 'ausgegeben', ',', 'sondern', 'schickt', 'sie', 'wieder', 'zurück', ',', 'anstatt', 'etwas', 'damit', 'zu', 'machen', '.'];Frau Karliczek hat den Neustart im BAföG verhindert und hat Gelder, die wir zur Verfügung gestellt haben, einfach nicht ausgegeben, sondern schickt sie wieder zurück, anstatt etwas damit zu machen.;['Accusation'];[0.8714461922645569];False;True;Yasmin Fahimi;weiblich;SPD;BT_19_239.xml;['Accusation'];False
['Man', 'möchte', 'die', 'Alternative', 'für', 'Deutschland', 'so', 'unsichtbar', 'wie', 'möglich', 'machen', 'und', 'verwehrt', 'ihr', 'unter', 'fadenscheinigsten', 'Vorwänden', 'einen', 'Bundestagsvizepräsidenten', ','];Man möchte die Alternative für Deutschland so unsichtbar wie möglich machen und verwehrt ihr unter fadenscheinigsten Vorwänden einen Bundestagsvizepräsidenten,;['Accusation'];[0.775377094745636];True;False;Nicole Höchst;weiblich;AfD;BT_19_235.xml;['Accusation'];False
['Ganz', 'anders', 'das', 'BMBF', ':', 'Das', 'stellt', 'ein', 'dümmliches', 'Video', 'auf', 'seine', 'Website', ',', 'welches', 'die', 'prekäre', 'Situation', 'der', 'jungen', 'Generation', 'im', 'Duktus', 'einer', 'Kindersendung', 'verharmlost', ',', 'und', 'nach', 'dem', 'Shitstorm', 'muss'];Ganz anders das BMBF: Das stellt ein dümmliches Video auf seine Website, welches die prekäre Situation der jungen Generation im Duktus einer Kindersendung verharmlost, und nach dem Shitstorm muss;['Accusation'];[0.9034160375595093];False;False;Thomas Sattelberger;männlich;FDP;BT_19_236.xml;[];Interrupted
['Bei', 'der', 'Bestimmung', ',', 'wann', 'es', 'sich', 'um', 'politische', 'Betätigung', 'von', 'gemeinnützigen', 'Vereinen', 'handelt', ',', 'hat', 'der', 'Bundesfinanzminister', 'die', 'erhoffte', 'und', 'notwendige', 'Klärung', 'bisher', 'vermissen', 'lassen', '.'];Bei der Bestimmung, wann es sich um politische Betätigung von gemeinnützigen Vereinen handelt, hat der Bundesfinanzminister die erhoffte und notwendige Klärung bisher vermissen lassen.;['Accusation'];[0.9050761461257935];False;False;Christian Frhr. von Stetten;männlich;CDU/CSU;BT_19_237.xml;['Accusation'];True
['dieselbe', 'Regierung', ',', 'die', 'die', 'Talibanoffensive', 'verschlafen', 'hat', ',', 'und', 'dieselbe', 'Regierung', ',', 'die', 'Warnungen', 'der', 'deutschen', 'Botschaft', 'ignorierte', ',', 'dieselbe', 'Regierung', ',', 'die', 'die', 'Evakuierung', 'deutscher', 'Staatsbürger', '48', 'Stunden', 'zu', 'spät', 'startete', ',', 'und', 'dieselbe', 'Regierung', ',', 'die', 'für', 'dieses', 'gigantische', 'Versagen', 'alle', 'anderen', 'in', 'der', 'Verantwortung', 'sieht', ',', 'nur', 'nicht', 'sich', 'selbst', '.'];dieselbe Regierung, die die Talibanoffensive verschlafen hat, und dieselbe Regierung, die Warnungen der deutschen Botschaft ignorierte, dieselbe Regierung, die die Evakuierung deutscher Staatsbürger 48 Stunden zu spät startete, und dieselbe Regierung, die für dieses gigantische Versagen alle anderen in der Verantwortung sieht, nur nicht sich selbst.;['Accusation'];[0.9082840085029602];False;True;Rüdiger Lucassen;männlich;AfD;BT_19_238.xml;['Accusation'];True
['Dass', 'Sie', 'sich', 'aus', 'Angst', 'vor', 'einer', 'dicken', ',', 'fetten', 'Schlagzeile', 'in', 'einer', 'großen', 'Zeitung', 'genau', 'in', 'diesem', 'Moment', 'auch', 'als', 'Finanzminister', 'wegducken', ',', 'zeigt', ',', 'dass', 'Sie', 'offensichtlich', 'aus', 'Warburg', 'und', 'Wirecard', 'nicht', 'wirklich', 'etwas', 'gelernt', 'haben', '.'];Dass Sie sich aus Angst vor einer dicken, fetten Schlagzeile in einer großen Zeitung genau in diesem Moment auch als Finanzminister wegducken, zeigt, dass Sie offensichtlich aus Warburg und Wirecard nicht wirklich etwas gelernt haben.;['Accusation'];[0.9488131403923035];False;True;Annalena Baerbock;weiblich;GRUENE;BT_19_239.xml;['Accusation'];True
['Wiedergutmachung', 'wurde', 'mit', 'fadenscheinigen', 'Begründungen', 'von', 'den', 'zum', 'Teil', 'immer', 'noch', 'im', 'Amt', 'befindlichen', 'Peinigern', 'verweigert', '.'];Wiedergutmachung wurde mit fadenscheinigen Begründungen von den zum Teil immer noch im Amt befindlichen Peinigern verweigert.;['Accusation'];[0.8247565031051636];False;False;Axel Müller;männlich;CDU/CSU;BT_19_236.xml;['Accusation'];True
['Nun', 'fordern', 'Sie', 'einmal', 'wieder', 'die', 'Einführung', 'einer', 'nationalen', 'Digitalsteuer', ',', 'vergessen', 'aber', ',', 'dass', 'wir', 'im', 'europäischen', 'Kontext', 'derzeit', 'an', 'einer', 'EU-Digitalsteuer', 'arbeiten', ',', 'wo', '3', 'Prozent', 'erhoben', 'werden', 'sollen', 'auf', 'die', 'Einnahmen', 'aus', 'Onlinewerbung', ',', 'Verkauf', 'von', 'Nutzerdaten', 'oder', 'die', 'Bereitstellung', 'von', 'Onlinemarktplätzen', '.'];Nun fordern Sie einmal wieder die Einführung einer nationalen Digitalsteuer, vergessen aber, dass wir im europäischen Kontext derzeit an einer EU-Digitalsteuer arbeiten, wo 3 Prozent erhoben werden sollen auf die Einnahmen aus Onlinewerbung, Verkauf von Nutzerdaten oder die Bereitstellung von Onlinemarktplätzen.;['Accusation'];[0.7577135562896729];False;False;Fritz Güntzler;männlich;CDU/CSU;BT_19_237.xml;['Accusation'];True
['Ihr', 'Lockdown-', 'und', 'Notstandsregime', 'hat', 'für', 'die', 'Gesundheit', 'und', 'Sicherheit', 'keine', 'messbaren', 'Vorteile', 'gegenüber', 'alternativen', 'Handlungsoptionen', 'gebracht', ',', 'aber', 'sie', 'hat', 'gigantische', 'Kollateralschäden', 'in', 'Wirtschaft', 'und', 'Gesellschaft', 'angerichtet', ',', 'Mittelstand', 'und', 'Mittelschicht', 'schwer', 'geschädigt', ',', 'Existenzen', 'ruiniert', ',', 'Kinder', 'und', 'Senioren', 'leiden', 'lassen', 'und', 'eine', 'ganze', 'Schülergeneration', 'um', 'ihre', 'Bildungschancen', 'gebracht', '.'];Ihr Lockdown- und Notstandsregime hat für die Gesundheit und Sicherheit keine messbaren Vorteile gegenüber alternativen Handlungsoptionen gebracht, aber sie hat gigantische Kollateralschäden in Wirtschaft und Gesellschaft angerichtet, Mittelstand und Mittelschicht schwer geschädigt, Existenzen ruiniert, Kinder und Senioren leiden lassen und eine ganze Schülergeneration um ihre Bildungschancen gebracht.;['Bad-outcome'];[0.6976364850997925];False;True;Alice Weidel;weiblich;AfD;BT_19_236.xml;['Accusation', 'Bad-outcome'];True
['Die', 'Alternative', 'für', 'Deutschland', 'fordert', ':', 'erstens', 'den', 'jährlichen', 'Betrag', 'für', 'Verhinderungspflege', 'sowie', 'die', 'Mittel', 'aus', 'der', 'Kurzzeitpflege', 'jeweils', 'um', '20', 'Prozent', 'zu', 'erhöhen', ',', 'zweitens', 'den', 'derzeitigen', 'Rahmen', 'für', 'die', 'Inanspruchnahme', 'der', 'stundenweisen', 'Verhinderungspflege', 'deutlich', 'zu', 'erhöhen', 'und', 'somit', 'bis', 'zu', '80', 'Prozent', 'des', 'Gesamtjahresbetrags', 'zur', 'Verfügung', 'zu', 'stellen', ',', 'drittens', 'für', 'Kinder', 'mit', 'hohem', 'Unterstützungsbedarf', 'Ersatzpflegeangebote', 'zu', 'schaffen', ',', 'die', 'Kinder', 'nicht', 'schlechterstellen', 'als', 'Erwachsene', '.'];Die Alternative für Deutschland fordert: erstens den jährlichen Betrag für Verhinderungspflege sowie die Mittel aus der Kurzzeitpflege jeweils um 20 Prozent zu erhöhen, zweitens den derzeitigen Rahmen für die Inanspruchnahme der stundenweisen Verhinderungspflege deutlich zu erhöhen und somit bis zu 80 Prozent des Gesamtjahresbetrags zur Verfügung zu stellen, drittens für Kinder mit hohem Unterstützungsbedarf Ersatzpflegeangebote zu schaffen, die Kinder nicht schlechterstellen als Erwachsene.;['Demand'];[0.8565053939819336];False;False;Nicole Höchst;weiblich;AfD;BT_19_237.xml;['Demand'];False
['Die', 'berufliche', 'Bildung', 'muss', 'stabilisiert', 'werden', ',', 'sie', 'braucht', 'einen', 'Neustart', ',', 'und', 'zwar', 'über', 'die', 'gesamte', 'Bildungskette', 'hinweg', '.'];Die berufliche Bildung muss stabilisiert werden, sie braucht einen Neustart, und zwar über die gesamte Bildungskette hinweg.;['Demand'];[0.6683529615402222];False;True;Yasmin Fahimi;weiblich;SPD;BT_19_235.xml;['Demand'];True
['Die', 'Vergabestellen', 'müssen', 'in', 'die', 'Lage', 'versetzt', 'werden', ',', 'zwielichtigen', 'Aufträgen', 'konsequent', 'die', 'rote', 'Karte', 'zu', 'zeigen', '.'];Die Vergabestellen müssen in die Lage versetzt werden, zwielichtigen Aufträgen konsequent die rote Karte zu zeigen.;['Demand'];[0.5497820973396301];False;False;Jörg Cezanne;männlich;DIE LINKE;BT_19_235.xml;['Demand'];True
['Zudem', 'muss', 'die', 'Abwanderung', 'fertig', 'ausgebildeter', 'Handwerker', 'in', 'die', 'Industrie', 'gestoppt', 'werden', '.'];Zudem muss die Abwanderung fertig ausgebildeter Handwerker in die Industrie gestoppt werden.;['Demand'];[0.7987414002418518];False;False;Enrico Komning;männlich;AfD;BT_19_236.xml;['Demand'];True
"['Deshalb', 'müssen', 'unsere', 'Krankenhäuser', 'finanziell', 'auf', 'sichere', 'Füße', 'gestellt', 'werden', ';']";"Deshalb müssen unsere Krankenhäuser finanziell auf sichere Füße gestellt werden;";['Demand'];[0.591140866279602];False;False;Andrew Ullmann;männlich;FDP;BT_19_236.xml;['Demand'];True
['Und', 'das', 'Unwesen', 'beim', 'möblierten', 'Wohnen', 'muss', 'gestoppt', 'werden', '.'];Und das Unwesen beim möblierten Wohnen muss gestoppt werden.;['Demand'];[0.7604601979255676];False;False;Ulli Nissen;weiblich;SPD;BT_19_235.xml;['Demand'];True
['Auch', 'diese', 'Verantwortung', ',', 'die', 'Sie', 'durch', 'die', 'Entscheidung', 'in', 'Ihrer', 'Fraktion', 'haben', ',', 'muss', 'reflektiert', 'werden', '.'];Auch diese Verantwortung, die Sie durch die Entscheidung in Ihrer Fraktion haben, muss reflektiert werden.;['Demand'];[0.5220668911933899];False;False;Norbert Röttgen;männlich;CDU/CSU;BT_19_238.xml;['Demand'];True
['Kriege', 'mit', 'deutscher', 'Beteiligung', 'müssen', 'enden', '.'];Kriege mit deutscher Beteiligung müssen enden.;['Demand'];[0.8775497674942017];False;False;Dietmar Bartsch;männlich;DIE LINKE;BT_19_235.xml;['Demand'];True
['Organisationen', ',', 'die', 'mit', 'Kriminellen', 'zusammenarbeiten', ',', 'die', 'sie', 'in', 'ihren', 'eigenen', 'Reihen', 'haben', ',', 'die', 'Straftaten', 'planen', ',', 'müssen', 'selbstverständlich', 'ihre', 'Gemeinnützigkeit', 'verlieren', '.'];Organisationen, die mit Kriminellen zusammenarbeiten, die sie in ihren eigenen Reihen haben, die Straftaten planen, müssen selbstverständlich ihre Gemeinnützigkeit verlieren.;['Demand'];[0.6073057055473328];True;True;Olav Gutting;männlich;CDU/CSU;BT_19_237.xml;['Demand'];True
['Liebe', 'Kolleginnen', 'und', 'Kollegen', 'von', 'der', 'FDP', 'und', 'den', 'Grünen', ',', 'lesen', 'Sie', 'mal', 'selber', 'das', '„', 'Handelsblatt', '“', ',', 'das', 'Sie', 'ja', 'immer', 'wieder', 'mit', 'Informationen', 'bedienen', '.'];Liebe Kolleginnen und Kollegen von der FDP und den Grünen, lesen Sie mal selber das „Handelsblatt“, das Sie ja immer wieder mit Informationen bedienen.;['Demand'];[0.5346901416778564];False;False;Ulrich Lange;männlich;CDU/CSU;BT_19_235.xml;['Demand'];True
['Ich', 'gebe', 'zu', ':'];Ich gebe zu:;['Evaluation', 'Macro'];[0.5243997573852539, 0.5072341561317444];False;False;Albert H. Weiler;männlich;CDU/CSU;BT_19_238.xml;['Evaluation'];Interrupted
['Ich', 'gebe', 'zu', ':'];Ich gebe zu:;['Evaluation', 'Macro'];[0.5243997573852539, 0.5072341561317444];False;False;Christian Frhr. von Stetten;männlich;CDU/CSU;BT_19_237.xml;['Evaluation'];Interrupted
['Ein', 'nicht', 'zu', 'unterschätzender', 'Aspekt', ':', 'Circa', '300', '000', 'Beamte', 'und', 'Beamtinnen', ',', 'Verwaltungsmitarbeiter', 'und', '‑mitarbeiterinnen', 'müssen', 'sich', 'umstellen', 'und', 'neu', 'einarbeiten', ',', 'und', 'das', 'sind', 'nicht', 'alles', 'Jungdynamiker', 'von', 'der', 'Polizeischule', ',', 'sondern', 'das', 'geht', 'vom', 'Alter', '18', 'bis', 'über', '60.', 'Realistisch', 'gesehen', 'müsste', 'eigentlich', 'schon', '2016', 'klar', 'gewesen', 'sein', ':'];Ein nicht zu unterschätzender Aspekt: Circa 300 000 Beamte und Beamtinnen, Verwaltungsmitarbeiter und ‑mitarbeiterinnen müssen sich umstellen und neu einarbeiten, und das sind nicht alles Jungdynamiker von der Polizeischule, sondern das geht vom Alter 18 bis über 60. Realistisch gesehen müsste eigentlich schon 2016 klar gewesen sein:;['Evaluation', 'Report'];[0.5030398368835449, 0.5110813975334167];False;False;Susanne Mittag;weiblich;SPD;BT_19_237.xml;['Evaluation', 'Report'];False
['Ich', 'bin', 'denjenigen', ',', 'die', 'sich', 'unter', 'dem', '#', 'IchBinHanna', 'nicht', 'nur', 'bei', 'Twitter', ',', 'sondern', 'auch', 'in', 'vielen', 'Publikationen', 'an', 'der', 'Debatte', 'beteiligt', 'haben', ',', 'sehr', 'dankbar', 'für', 'die', 'Schilderungen', 'aus', 'dem', 'Alltag', ',', 'weil', 'das', 'etwas', 'bewegt', 'hat', 'und', 'dafür', 'gesorgt', 'hat', ',', 'dass', 'wir', 'überhaupt', 'über', 'dieses', 'Thema', 'auch', 'hier', 'im', 'Deutschen', 'Bundestag', 'und', 'an', 'anderer', 'Stelle', 'diskutieren', 'können', '.'];Ich bin denjenigen, die sich unter dem #IchBinHanna nicht nur bei Twitter, sondern auch in vielen Publikationen an der Debatte beteiligt haben, sehr dankbar für die Schilderungen aus dem Alltag, weil das etwas bewegt hat und dafür gesorgt hat, dass wir überhaupt über dieses Thema auch hier im Deutschen Bundestag und an anderer Stelle diskutieren können.;['Expressive'];[0.8636752367019653];False;False;Oliver Kaczmarek;männlich;SPD;BT_19_236.xml;['Expressive'];False
['Danke', '.'];Danke.;['Expressive'];[0.7933501601219177];False;False;Petra Sitte;weiblich;DIE LINKE;BT_19_236.xml;['Expressive'];True
['Abschließend', 'möchte', 'ich', 'mich', 'bei', 'dem', 'Ausschussvorsitzenden', ',', 'Herrn', 'Gröhler', ',', 'und', 'seinem', 'Stellvertreter', ',', 'meinem', 'Kollegen', 'Özdemir', ',', 'für', 'ihre', 'kompetente', 'und', 'geduldige', 'Leitung', 'bedanken', '.'];Abschließend möchte ich mich bei dem Ausschussvorsitzenden, Herrn Gröhler, und seinem Stellvertreter, meinem Kollegen Özdemir, für ihre kompetente und geduldige Leitung bedanken.;['Expressive'];[0.9144324064254761];False;False;Fritz Felgentreu;männlich;SPD;BT_19_236.xml;['Expressive'];True
['Ich', 'danke', 'Ihnen', '.'];Ich danke Ihnen.;['Expressive'];[0.5022090673446655];False;False;Fritz Felgentreu;männlich;SPD;BT_19_236.xml;['Expressive'];True
['Den', 'Mitarbeiterinnen', 'und', 'Mitarbeitern', 'des', 'Ausschussbüros', 'danke', 'ich', 'für', 'ihre', 'Herkulesarbeit', 'und', 'ihre', 'Engelsgeduld', '.'];Den Mitarbeiterinnen und Mitarbeitern des Ausschussbüros danke ich für ihre Herkulesarbeit und ihre Engelsgeduld.;['Expressive'];[0.9010834097862244];False;False;Fritz Felgentreu;männlich;SPD;BT_19_236.xml;['Expressive'];True
['Danke', 'schön', '.'];Danke schön.;['Expressive'];[0.7317628860473633];False;False;Claudia Moll;weiblich;SPD;BT_19_237.xml;['Expressive'];True
['Wir', 'danken', 'allen', 'Rettungskräften', ',', 'die', 'in', 'dieser', 'schweren', 'Not', 'geholfen', 'haben', ',', 'allen', 'Menschen', ',', 'die', 'solidarisch', 'waren', 'mit', 'denjenigen', ',', 'die', 'so', 'viel', 'verloren', 'haben', ',', 'den', 'vielen', ',', 'die', 'verletzt', 'worden', 'sind', ',', 'mit', 'denjenigen', ',', 'deren', 'Angehörige', 'gestorben', 'sind', ',', 'die', 'so', 'viel', 'verloren', 'haben', '.'];Wir danken allen Rettungskräften, die in dieser schweren Not geholfen haben, allen Menschen, die solidarisch waren mit denjenigen, die so viel verloren haben, den vielen, die verletzt worden sind, mit denjenigen, deren Angehörige gestorben sind, die so viel verloren haben.;['Expressive'];[0.9413173794746399];False;False;Sven-Christian Kindler;männlich;GRUENE;BT_19_239.xml;['Expressive'];True
['Ich', 'möchte', 'an', 'dieser', 'Stelle', 'den', 'Kolleginnen', 'und', 'Kollegen', 'von', 'der', 'Union', 'für', 'die', 'Zusammenarbeit', 'danken', ',', 'vor', 'allem', 'für', 'das', ',', 'was', 'wir', 'gemeinsam', 'für', 'die', 'Pflege', 'auf', 'den', 'Weg', 'gebracht', 'haben', '.'];Ich möchte an dieser Stelle den Kolleginnen und Kollegen von der Union für die Zusammenarbeit danken, vor allem für das, was wir gemeinsam für die Pflege auf den Weg gebracht haben.;['Expressive'];[0.9288927912712097];False;False;Heike Baehrens;weiblich;SPD;BT_19_237.xml;['Expressive'];True
"['„', 'Na', 'ja', ',', 'das', 'ist', 'alles', 'schon', 'richtig', ',', 'was', 'die', 'da', 'unter', '#', 'IchBinHanna', 'geschrieben', 'haben', ',', 'und', 'herzlichen', 'Dank', 'dafür', ';']";"„Na ja, das ist alles schon richtig, was die da unter #IchBinHanna geschrieben haben, und herzlichen Dank dafür;";['Expressive'];[0.6247073411941528];False;False;Oliver Kaczmarek;männlich;SPD;BT_19_236.xml;['Expressive'];True
