Filename;Period;Date;Item;Speech #;Paragraph #;Speaker;Role;Gender;Party;Sentences;Mentioned parties;Interjection Type;Interjecting Party;Interjecting Person;Interjection Content;Specific Class;Sentence Class (Reinig);Interjection Class (Burkhardt);Sentence finished
BT_19_235.xml;19;23.06.2021;Beschlussempfehlung und Bericht des 2. Untersuchungsausschusses der 19. Wahlperiode gemäß Artikel 44 des Grundgesetzes;32605;21;Wolfgang Wiehle;mp;männlich;AfD;Das Europa der Vaterländer fordert heute nur noch die AfD.;['AfD'];Nonverbal;AfD;all;;Beifall;Accusation, Self-Representation;;
BT_19_235.xml;19;23.06.2021;Beschlussempfehlung und Bericht des 2. Untersuchungsausschusses der 19. Wahlperiode gemäß Artikel 44 des Grundgesetzes;32605;21;Wolfgang Wiehle;mp;männlich;AfD;Das Europa der Vaterländer fordert heute nur noch die AfD.;['AfD'];Verbal;SPD;Marianne Schieder;Die Ewiggestrigen!;Zuruf;Accusation, Self-Representation;Evaluativa;True
BT_19_235.xml;19;23.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Inneres und Heimat zu dem Antrag der Abgeordneten Luise Amtsberg, Agnieszka Brugger, Omid Nouripour, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN: Verantwortung anerkennen – Gruppenverfahren zur Aufnahme afghanischer Ortskräfte einführen;32621;5;Susanne Mittag;mp;weiblich;SPD;Auch dank unseres SPD-Landesinnenministers Boris Pistorius gab es eine Einigung auf der letzten IMK.;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Abgabe einer Regierungserklärung durch die Bundeskanzlerin zum Europäischen Rat am 24. und 25. Juni 2021;32632;1;Katja Leikert;mp;weiblich;CDU/CSU;Und egal welche Krise, wir als CDU/CSU standen immer im Zentrum der Problemlösung.;['CDU/CSU'];Verbal;AfD;Norbert Kleinwächter;Problemlösung heißt, dass die Krisen enden!;Zuruf;Self-Representation;Memoranda;True
BT_19_236.xml;19;24.06.2021;Abgabe einer Regierungserklärung durch die Bundeskanzlerin zum Europäischen Rat am 24. und 25. Juni 2021;32632;6;Katja Leikert;mp;weiblich;CDU/CSU;Europa ist für ihn und uns als CDU/CSU-Fraktion eine echte Herzensangelegenheit.;['CDU/CSU'];Nonverbal;CDU/CSU;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Abgabe einer Regierungserklärung durch die Bundeskanzlerin zum Europäischen Rat am 24. und 25. Juni 2021;32632;9;Katja Leikert;mp;weiblich;CDU/CSU;Das geht eben am besten mit der CDU/CSU und nicht mit irgendwelchen ideologischen Debatten!;['CDU/CSU'];Nonverbal;CDU/CSU;all;;Beifall;Accusation, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Manfred Todtenhausen, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP: Baustelle Handwerk – Aufbruch für Investitionen, Konjunktur und Beschäftigung in der Zeit nach Corona;32634;1;Astrid Grotelüschen;mp;weiblich;CDU/CSU;Deshalb lag und liegt mein Fokus und auch der Fokus der Union auf der guten Zusammenarbeit und auf der Stärkung der Mittelständler und der Familienbetriebe.;['CDU/CSU'];Nonverbal;CDU/CSU;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Manfred Todtenhausen, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP: Baustelle Handwerk – Aufbruch für Investitionen, Konjunktur und Beschäftigung in der Zeit nach Corona;32634;3;Astrid Grotelüschen;mp;weiblich;CDU/CSU;Dazu sind wir bereit, und dazu werden wir als CDU/CSU-Fraktion wie bisher unseren Beitrag leisten.;['CDU/CSU'];Nonverbal;CDU/CSU;all;;Beifall;Promise;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Manfred Todtenhausen, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP: Baustelle Handwerk – Aufbruch für Investitionen, Konjunktur und Beschäftigung in der Zeit nach Corona;32635;7;Enrico Komning;mp;männlich;AfD;Die Forderungen sind kaum handwerkspezifisch und zum großen Teil bereits im Parlament thematisiert worden, auch und vor allem durch die AfD.;['AfD'];Nonverbal;GRUENE;all;;Lachen;Report, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Manfred Todtenhausen, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP: Baustelle Handwerk – Aufbruch für Investitionen, Konjunktur und Beschäftigung in der Zeit nach Corona;32640;5;Matthias Heider;mp;männlich;CDU/CSU;Auch wenn die Union aus nachvollziehbaren Gründen dem Antrag heute nicht zustimmen kann – wir werden darüber in den nächsten drei Monaten noch mal nachdenken –,;['CDU/CSU'];Nonverbal;FDP;all;;Beifall;Promise, Rejection;;False
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Manfred Todtenhausen, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP: Baustelle Handwerk – Aufbruch für Investitionen, Konjunktur und Beschäftigung in der Zeit nach Corona;32640;5;Matthias Heider;mp;männlich;CDU/CSU;Auch wenn die Union aus nachvollziehbaren Gründen dem Antrag heute nicht zustimmen kann – wir werden darüber in den nächsten drei Monaten noch mal nachdenken –,;['CDU/CSU'];Verbal;CDU/CSU;Michael Grosse-Brömer;Der reicht nicht aus!;Zuruf;Promise, Rejection;Dissentiva;False
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Manfred Todtenhausen, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP: Baustelle Handwerk – Aufbruch für Investitionen, Konjunktur und Beschäftigung in der Zeit nach Corona;32644;5;Monika Lazar;mp;weiblich;GRUENE;Wenn ich in den Jahren als Bundestagsabgeordnete in Sachsen und Leipzig auf Veranstaltungen der Handwerkskammer war, wurde ich zwar am Anfang als Grüne skeptisch beäugt, aber konnte mir Anerkennung verschaffen, als man merkte, dass ich einen Handwerkerberuf gelernt habe,;['GRUENE'];Verbal;CDU/CSU;Michael Grosse-Brömer;Der nicht nur kleine Brötchen backt!;Zuruf;Self-Representation;Memoranda;False
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32658;5;Andreas G. Lämmel;mp;männlich;CDU/CSU;Aber, meine Damen und Herren, die CDU/CSU hat in dieser Woche ihr Regierungsprogramm vorgelegt.;['CDU/CSU'];Verbal;GRUENE;Unknown;;Zuruf;Report;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32658;6;Andreas G. Lämmel;mp;männlich;CDU/CSU;Wenn Sie mal einen Blick in das Regierungsprogramm der Union werfen,;['CDU/CSU'];Verbal;GRUENE;Oliver Krischer;Da sind wir aber gespannt!;Zuruf;;Memoranda;False
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32658;17;Andreas G. Lämmel;mp;männlich;CDU/CSU;Wir als Union haben versucht, diese Carbon-Leakage-Verordnung so weit aufzubessern,;['CDU/CSU'];Verbal;SPD;Timon Gremmels;;Zuruf;Self-Representation;;False
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32658;31;Andreas G. Lämmel;mp;männlich;CDU/CSU;Ich hoffe, dass die Unionsfraktion nach der Wahl zum Deutschen Bundestag doppelt so groß sein wird wie heute.;['CDU/CSU'];Nonverbal;CDU/CSU;all;;Beifall;Evaluation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32658;31;Andreas G. Lämmel;mp;männlich;CDU/CSU;Ich hoffe, dass die Unionsfraktion nach der Wahl zum Deutschen Bundestag doppelt so groß sein wird wie heute.;['CDU/CSU'];Verbal;SPD;Timon Gremmels;Ich wollte gerade klatschen! Aber da kann ich nicht mehr klatschen! Da haben Sie Pech gehabt!;Zuruf;Evaluation;Memoranda;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32660;7;Bernd Westphal;mp;männlich;SPD;Diese Transformation, die Wohlstand sichert, werden wir als Sozialdemokraten mitbegleiten.;['SPD'];Nonverbal;SPD;all;;Beifall;Promise;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32662;1;Pascal Meiser;mp;männlich;DIE LINKE;Das heißt für uns als Linke zuallererst: Beschäftigungssicherung, Einkommenssicherung und eine echte Mitbestimmung der Beschäftigen, die auch vor den Investitionsentscheidungen der Unternehmen nicht haltmacht.;['DIE LINKE'];Nonverbal;DIE LINKE;all;;Beifall;Demand, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32662;8;Pascal Meiser;mp;männlich;DIE LINKE;Deswegen haben wir als Linke hier zum Ende der Legislaturperiode noch mal sehr konkrete Vorschläge vorgelegt:;['DIE LINKE'];Nonverbal;DIE LINKE;all;;Beifall;Self-Representation;;False
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32663;11;Carsten Linnemann;mp;männlich;CDU/CSU;Auch dafür steht die Union.;['CDU/CSU'];Nonverbal;CDU/CSU;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32663;11;Carsten Linnemann;mp;männlich;CDU/CSU;Auch dafür steht die Union.;['CDU/CSU'];Verbal;GRUENE;Oliver Krischer;Wer regiert denn hier?;Zuruf;Self-Representation;Memoranda;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32669;2;Bernhard Loos;mp;männlich;CDU/CSU;er war nämlich von der Union –, forderte Wohlstand für alle.;['CDU/CSU'];Verbal;CDU/CSU;Stefan Müller;Der war auch kein Bayer, sondern ein Franke!;Zuruf;Report, Self-Representation;Memoranda;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32672;2;Johann Saathoff;mp;männlich;SPD;wir Sozialdemokraten konnten das vermeiden.;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Leif-Erik Holm, Steffen Kotré, Tino Chrupalla, weiterer Abgeordneter und der Fraktion der AfD: Stromverbraucher entlasten und Konjunktur unterstützen;32672;14;Johann Saathoff;mp;männlich;SPD;Den grünen Klimaschutz muss man sich leisten können, den sozialen Ausgleich gibt es nur mit der SPD.;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Aktuelle Stunde auf Verlangen der Fraktion DIE LINKE: Beschäftigten in der Wissenschaft Respekt zollen – Für sichere Jobs statt Dauerbefristung;32674;5;Nicole Gohlke;mp;weiblich;DIE LINKE;Vor einer Stunde haben Sie hier im Plenum einen Antrag der Linken zu guter Arbeit in der Wissenschaft abgelehnt.;['DIE LINKE'];Verbal;SPD;Oliver Kaczmarek;Ja, zu Recht!;Zuruf;Accusation, Report;Dissentiva;True
BT_19_236.xml;19;24.06.2021;Aktuelle Stunde auf Verlangen der Fraktion DIE LINKE: Beschäftigten in der Wissenschaft Respekt zollen – Für sichere Jobs statt Dauerbefristung;32677;1;Wiebke Esdar;mp;weiblich;SPD;– Sie finden es auf der Homepage der SPD.;['SPD'];Verbal;CDU/CSU;Albert Rupprecht;Hey, super!;Zuruf;Report;Memoranda;True
BT_19_236.xml;19;24.06.2021;Aktuelle Stunde auf Verlangen der Fraktion DIE LINKE: Beschäftigten in der Wissenschaft Respekt zollen – Für sichere Jobs statt Dauerbefristung;32681;11;Norbert Kleinwächter;mp;männlich;AfD;Das ist das, wofür die Alternative für Deutschland steht.;['AfD'];Verbal;CDU/CSU;Unknown;Oh!;Zuruf;Self-Representation;Dissentiva;True
BT_19_236.xml;19;24.06.2021;Aktuelle Stunde auf Verlangen der Fraktion DIE LINKE: Beschäftigten in der Wissenschaft Respekt zollen – Für sichere Jobs statt Dauerbefristung;32682;8;Oliver Kaczmarek;mp;männlich;SPD;Deshalb hat die SPD drei ganz simple Regeln für eine Novelle zum Wissenschaftszeitvertragsgesetz entwickelt – ich bin, weil hier viele Fraktionen in solch eine Richtung argumentieren, ganz zuversichtlich, dass wir nach der Bundestagswahl mit den richtigen Stärkeverhältnissen in der Regierung dann auch Veränderungen hinbekommen –:;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Aktuelle Stunde auf Verlangen der Fraktion DIE LINKE: Beschäftigten in der Wissenschaft Respekt zollen – Für sichere Jobs statt Dauerbefristung;32684;6;Tankred Schipanski;mp;männlich;CDU/CSU;Liebe Kolleginnen und Kollegen, die Unionsfraktion hat eine ganz klare Position in dieser Aktuellen Stunde.;['CDU/CSU'];Verbal;DIE LINKE;Ralph Lenkert;;Zuruf;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Andreas Bleck, Karsten Hilse, Marc Bernhard, weiterer Abgeordneter und der Fraktion der AfD: Wasserkraftanlagen naturschutzverträglich ausgestalten – Lebensräume für den Lachs erhalten;32695;1;Andreas Bleck;mp;männlich;AfD;Die AfD lehnt dies sowohl aus energiewirtschaftlichen Gründen als auch aus Gründen des Umwelt- und Naturschutzes ab.;['AfD'];Nonverbal;AfD;all;;Beifall;Rejection;;True
BT_19_236.xml;19;24.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Andreas Bleck, Karsten Hilse, Marc Bernhard, weiterer Abgeordneter und der Fraktion der AfD: Wasserkraftanlagen naturschutzverträglich ausgestalten – Lebensräume für den Lachs erhalten;32698;5;Lorenz Gösta Beutin;mp;männlich;DIE LINKE;Dafür steht Die Linke.;['DIE LINKE'];Nonverbal;DIE LINKE;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Andreas Bleck, Karsten Hilse, Marc Bernhard, weiterer Abgeordneter und der Fraktion der AfD: Wasserkraftanlagen naturschutzverträglich ausgestalten – Lebensräume für den Lachs erhalten;32698;5;Lorenz Gösta Beutin;mp;männlich;DIE LINKE;Dafür steht Die Linke.;['DIE LINKE'];Nonverbal;SPD;Johann Saathoff;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Andreas Bleck, Karsten Hilse, Marc Bernhard, weiterer Abgeordneter und der Fraktion der AfD: Wasserkraftanlagen naturschutzverträglich ausgestalten – Lebensräume für den Lachs erhalten;32700;6;Bernd Westphal;mp;männlich;SPD;Die SPD hat ihn, und das nennt man Fortschritt.;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Andreas Bleck, Karsten Hilse, Marc Bernhard, weiterer Abgeordneter und der Fraktion der AfD: Wasserkraftanlagen naturschutzverträglich ausgestalten – Lebensräume für den Lachs erhalten;32702;10;Anja Weisgerber;mp;weiblich;CDU/CSU;das war die CSU, weil wir nämlich Abgeordnete sind, die die Menschen im ländlichen Raum kennen.;['CDU/CSU'];Verbal;GRUENE;Unknown;;Widerspruch;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Peter Boehringer, weiterer Abgeordneter und der Fraktion der AfD: Schutzbedürftigkeit von Asylbewerbern wiederkehrend prüfen;32711;11;Lars Castellucci;mp;männlich;SPD;Wir Sozialdemokratinnen und Sozialdemokraten wollen eine Flüchtlingspolitik, die von einem Grundsatz ausgeht, und der heißt: Wenn Hilfe nötig ist und wenn Hilfe möglich ist, dann sollen wir auch helfen.;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Peter Boehringer, weiterer Abgeordneter und der Fraktion der AfD: Schutzbedürftigkeit von Asylbewerbern wiederkehrend prüfen;32711;11;Lars Castellucci;mp;männlich;SPD;Wir Sozialdemokratinnen und Sozialdemokraten wollen eine Flüchtlingspolitik, die von einem Grundsatz ausgeht, und der heißt: Wenn Hilfe nötig ist und wenn Hilfe möglich ist, dann sollen wir auch helfen.;['SPD'];Nonverbal;CDU/CSU;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Peter Boehringer, weiterer Abgeordneter und der Fraktion der AfD: Schutzbedürftigkeit von Asylbewerbern wiederkehrend prüfen;32711;11;Lars Castellucci;mp;männlich;SPD;Wir Sozialdemokratinnen und Sozialdemokraten wollen eine Flüchtlingspolitik, die von einem Grundsatz ausgeht, und der heißt: Wenn Hilfe nötig ist und wenn Hilfe möglich ist, dann sollen wir auch helfen.;['SPD'];Verbal;AfD;Martin Reichardt;Helfen Sie doch mal den Arbeitern in Deutschland!;Zuruf;Self-Representation;Direktiva;True
BT_19_236.xml;19;24.06.2021;a) Beschlussempfehlung und Bericht des Ausschusses für Gesundheit;32736;4;Edgar Franke;mp;männlich;SPD;Wir Sozialdemokraten wollen auf jeden Fall eine zukunftsfeste Lösung der Krankenhausfinanzierung, und das ist nur mit einer Reform möglich.;['SPD'];Nonverbal;SPD;all;;Beifall;Self-Representation;;True
BT_19_236.xml;19;24.06.2021;a) Beschlussempfehlung und Bericht des Ausschusses für Gesundheit;32736;14;Edgar Franke;mp;männlich;SPD;Es hat Liquidität geschaffen, und dafür haben sich auch Sozialdemokraten besonders eingesetzt, meine sehr verehrten Damen und Herren.;['SPD'];Nonverbal;SPD;all;;Beifall;Report, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Vereinheitlichung des Stiftungsrechts;32742;9;Fabian Jacobi;mp;männlich;AfD;Während also Sie, meine Damen und Herren von den Regierungsfraktionen, nicht müde werden, uns von der AfD fälschlich zu unterstellen, wir wollten parlamentarische Abläufe stören oder lächerlich machen,;['AfD'];Verbal;SPD;Ulli Nissen;;Zuruf;Accusation;;False
BT_19_236.xml;19;24.06.2021;Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Vereinheitlichung des Stiftungsrechts;32743;6;Wieland Schinnenburg;mp;männlich;FDP;Das ist mit der FDP ganz eindeutig nicht zu machen.;['FDP'];Nonverbal;FDP;all;;Beifall;Rejection, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Vereinheitlichung des Stiftungsrechts;32743;8;Wieland Schinnenburg;mp;männlich;FDP;Meine Damen und Herren, das geht mit der FDP nicht.;['FDP'];Nonverbal;FDP;all;;Beifall;Rejection, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Vereinheitlichung des Stiftungsrechts;32744;3;Friedrich Straetmanns;mp;männlich;DIE LINKE;Wir als Linke verteidigen die Grundrechte und lehnen das deshalb ab.;['DIE LINKE'];Nonverbal;DIE LINKE;all;;Beifall;Rejection, Self-Representation;;True
BT_19_236.xml;19;24.06.2021;a) Antrag der Abgeordneten Stephan Brandner, Dr. Heiko Heßenkemper, Nicole Höchst, weiterer Abgeordneter und der Fraktion der AfD: Keine Verwendung der sogenannten gendergerechten Sprache durch die Bundesregierung;32746;20;Stephan Brandner;mp;männlich;AfD;Neben etwa zwei Dritteln der Deutschen – ich hatte das angesprochen – haben sich auch prominente AfD-Politiker;['AfD'];Verbal;SPD;Gabriele Katzmarek;Prominente AfD-Politiker!;Zuruf;Report;Memoranda;False
